-------------- Insert cercado-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_cercado (cd_ovelha, cd_cabra, cd_cavalo, cd_burro,dt_verificacao_cercado)  VALUE ('80 ',' 64 ',' 61 ',' 53 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('86 ',' 87 ',' 70 ',' 79 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('67 ',' 79 ',' 37 ',' 32 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('79 ',' 76 ',' 40 ',' 86 ',' 2022-01-13 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('85 ',' 11 ',' 92 ',' 14 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('21 ',' 88 ',' 11 ',' 45 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 28 ',' 7 ',' 95 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('1 ',' 43 ',' 3 ',' 55 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('89 ',' 19 ',' 3 ',' 71 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('41 ',' 16 ',' 52 ',' 85 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('4 ',' 97 ',' 15 ',' 89 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('36 ',' 46 ',' 77 ',' 43 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('9 ',' 15 ',' 15 ',' 40 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('49 ',' 25 ',' 49 ',' 36 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('37 ',' 11 ',' 35 ',' 57 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('4 ',' 54 ',' 19 ',' 63 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 58 ',' 46 ',' 63 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('54 ',' 77 ',' 68 ',' 11 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('36 ',' 59 ',' 13 ',' 37 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('19 ',' 39 ',' 70 ',' 46 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('64 ',' 18 ',' 74 ',' 4 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('4 ',' 16 ',' 22 ',' 23 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('27 ',' 50 ',' 50 ',' 40 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 89 ',' 89 ',' 94 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('49 ',' 29 ',' 43 ',' 64 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('41 ',' 52 ',' 68 ',' 41 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('39 ',' 93 ',' 68 ',' 85 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('83 ',' 32 ',' 5 ',' 44 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('6 ',' 24 ',' 18 ',' 59 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('56 ',' 20 ',' 19 ',' 52 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('47 ',' 65 ',' 15 ',' 61 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('32 ',' 0 ',' 70 ',' 74 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('70 ',' 7 ',' 78 ',' 59 ',' 2022-01-30 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('39 ',' 75 ',' 85 ',' 37 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('44 ',' 9 ',' 65 ',' 38 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('69 ',' 66 ',' 84 ',' 32 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('35 ',' 60 ',' 16 ',' 85 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('70 ',' 2 ',' 38 ',' 43 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('86 ',' 90 ',' 8 ',' 86 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('22 ',' 30 ',' 22 ',' 62 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('66 ',' 90 ',' 65 ',' 3 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 57 ',' 13 ',' 65 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('23 ',' 98 ',' 66 ',' 15 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 53 ',' 59 ',' 35 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('63 ',' 41 ',' 45 ',' 14 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('11 ',' 86 ',' 39 ',' 84 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('13 ',' 72 ',' 39 ',' 44 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('27 ',' 76 ',' 64 ',' 88 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('95 ',' 88 ',' 90 ',' 12 ',' 2022-01-13 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('71 ',' 53 ',' 91 ',' 28 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('2 ',' 75 ',' 90 ',' 69 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('76 ',' 61 ',' 79 ',' 11 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('99 ',' 25 ',' 8 ',' 92 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('18 ',' 87 ',' 76 ',' 91 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('68 ',' 74 ',' 16 ',' 57 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('61 ',' 44 ',' 70 ',' 92 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('87 ',' 1 ',' 27 ',' 26 ',' 2022-01-13 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('42 ',' 13 ',' 25 ',' 25 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('16 ',' 36 ',' 3 ',' 88 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('90 ',' 18 ',' 86 ',' 55 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 7 ',' 66 ',' 25 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('15 ',' 61 ',' 54 ',' 31 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('17 ',' 53 ',' 38 ',' 5 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('17 ',' 35 ',' 87 ',' 16 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('48 ',' 53 ',' 98 ',' 42 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('79 ',' 33 ',' 90 ',' 90 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('69 ',' 46 ',' 31 ',' 49 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('79 ',' 11 ',' 56 ',' 74 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('64 ',' 55 ',' 68 ',' 35 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('16 ',' 84 ',' 11 ',' 81 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('2 ',' 70 ',' 32 ',' 83 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('75 ',' 17 ',' 52 ',' 3 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('13 ',' 54 ',' 94 ',' 61 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('71 ',' 52 ',' 86 ',' 28 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('89 ',' 20 ',' 89 ',' 45 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('35 ',' 52 ',' 29 ',' 34 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 4 ',' 81 ',' 29 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('56 ',' 67 ',' 51 ',' 57 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('65 ',' 91 ',' 80 ',' 65 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('41 ',' 79 ',' 80 ',' 14 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('73 ',' 67 ',' 88 ',' 51 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('72 ',' 87 ',' 6 ',' 38 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('1 ',' 55 ',' 93 ',' 62 ',' 2022-01-13 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('84 ',' 43 ',' 62 ',' 77 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('48 ',' 7 ',' 69 ',' 60 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('2 ',' 24 ',' 30 ',' 53 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('72 ',' 84 ',' 28 ',' 67 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('77 ',' 3 ',' 88 ',' 85 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('63 ',' 74 ',' 9 ',' 37 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 41 ',' 7 ',' 7 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('60 ',' 65 ',' 11 ',' 41 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('62 ',' 8 ',' 93 ',' 14 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 85 ',' 60 ',' 39 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 0 ',' 52 ',' 53 ',' 2022-01-15 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('79 ',' 74 ',' 40 ',' 89 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('71 ',' 21 ',' 74 ',' 19 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('40 ',' 81 ',' 94 ',' 79 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('57 ',' 14 ',' 10 ',' 31 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 44 ',' 44 ',' 56 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('3 ',' 52 ',' 19 ',' 26 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('8 ',' 57 ',' 99 ',' 37 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 17 ',' 13 ',' 56 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('21 ',' 12 ',' 27 ',' 64 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('64 ',' 79 ',' 14 ',' 5 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('30 ',' 12 ',' 36 ',' 74 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('26 ',' 50 ',' 4 ',' 94 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('96 ',' 68 ',' 81 ',' 32 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('77 ',' 44 ',' 17 ',' 12 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('43 ',' 24 ',' 7 ',' 61 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('65 ',' 19 ',' 4 ',' 41 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('90 ',' 70 ',' 12 ',' 88 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('26 ',' 1 ',' 22 ',' 54 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('68 ',' 85 ',' 41 ',' 20 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('47 ',' 66 ',' 66 ',' 94 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('23 ',' 8 ',' 62 ',' 55 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('63 ',' 7 ',' 0 ',' 84 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('13 ',' 90 ',' 77 ',' 37 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('76 ',' 21 ',' 75 ',' 45 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('14 ',' 96 ',' 38 ',' 58 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('13 ',' 65 ',' 40 ',' 38 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('57 ',' 3 ',' 23 ',' 41 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('72 ',' 30 ',' 49 ',' 96 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('89 ',' 7 ',' 55 ',' 64 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('26 ',' 8 ',' 66 ',' 68 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 83 ',' 90 ',' 60 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('84 ',' 95 ',' 87 ',' 72 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('12 ',' 58 ',' 71 ',' 46 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('91 ',' 76 ',' 65 ',' 54 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('56 ',' 42 ',' 91 ',' 38 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('83 ',' 46 ',' 1 ',' 98 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('84 ',' 25 ',' 56 ',' 90 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('99 ',' 59 ',' 63 ',' 3 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('6 ',' 70 ',' 26 ',' 85 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('22 ',' 51 ',' 53 ',' 88 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('66 ',' 35 ',' 85 ',' 98 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 99 ',' 23 ',' 93 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('16 ',' 37 ',' 3 ',' 19 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('19 ',' 24 ',' 64 ',' 6 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('88 ',' 48 ',' 6 ',' 25 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('20 ',' 21 ',' 66 ',' 68 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('27 ',' 41 ',' 62 ',' 46 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('11 ',' 35 ',' 98 ',' 5 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('83 ',' 50 ',' 50 ',' 21 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('9 ',' 78 ',' 20 ',' 20 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('17 ',' 75 ',' 70 ',' 83 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('14 ',' 64 ',' 50 ',' 31 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('20 ',' 66 ',' 75 ',' 91 ',' 2022-01-16 ');
